customer_id,month,weekly_active_days_avg,queries_run,seats_used,support_tickets,nps,discount_pct
C0008,2024-11,1.08,239,3,1,41,0.11
C0008,2024-12,1.2,165,3,0,38,0.11
C0008,2025-01,1.47,209,3,2,28,0.11
C0008,2025-02,1.23,163,3,3,37,0.11
C0008,2025-03,1.64,113,3,0,47,0.11
C0008,2025-04,1.96,136,3,2,35,0.11
C0008,2025-05,0.86,168,3,3,41,0.11
C0008,2025-06,1.4,141,3,1,37,0.11
C0008,2025-07,1.64,112,3,0,45,0.11
C0009,2024-09,2.71,611,29,3,37,0.09
C0009,2024-10,2.34,611,29,0,28,0.09
C0009,2024-11,2.82,574,29,0,56,0.09
C0010,2024-01,3.11,338,3,0,51,0.04
C0010,2024-02,3.12,304,3,2,42,0.04
C0011,2024-04,3.43,1027,12,0,60,0.05
C0011,2024-05,4.37,905,12,0,76,0.05
C0011,2024-06,2.49,986,12,2,54,0.05
C0011,2024-07,4.41,987,12,0,71,0.05
C0011,2024-08,3.37,762,12,0,81,0.05
C0011,2024-09,5.21,1004,12,0,62,0.05
C0011,2024-10,2.86,749,12,1,58,0.05
C0011,2024-11,2.68,751,12,0,69,0.05
C0011,2024-12,2.97,616,12,0,46,0.05
C0011,2025-01,2.69,597,12,0,52,0.05
C0011,2025-02,3.57,631,12,1,63,0.05
C0011,2025-03,0.44,628,12,0,26,0.05
C0011,2025-04,2.51,629,12,2,65,0.05
C0011,2025-05,1.64,496,12,0,56,0.05
C0011,2025-06,1.6,545,12,0,42,0.05
C0011,2025-07,2.23,384,12,0,44,0.05
C0012,2024-09,3.15,1872,162,2,33,0.0
C0012,2024-10,2.53,1864,162,0,55,0.0
C0012,2024-11,2.7,1908,162,0,36,0.0
C0012,2024-12,2.4,1822,162,0,52,0.0
C0012,2025-01,1.74,1837,162,1,40,0.0
C0012,2025-02,2.58,1831,162,2,27,0.0
C0012,2025-03,2.3,1816,162,0,38,0.0
C0012,2025-04,2.07,1834,162,0,28,0.0
C0012,2025-05,1.55,1779,162,4,40,0.0
C0012,2025-06,1.7,1797,162,0,44,0.0
C0012,2025-07,1.48,1875,162,1,45,0.0
C0013,2024-01,2.03,347,7,2,32,0.07
C0013,2024-02,2.69,267,7,2,33,0.07
C0014,2024-06,2.33,553,25,0,49,0.02
C0014,2024-07,3.89,506,25,3,28,0.02
C0014,2024-08,4.03,575,25,2,31,0.02
C0014,2024-09,3.15,624,25,0,40,0.02
C0014,2024-10,3.06,454,25,3,42,0.02
C0014,2024-11,3.08,491,25,1,33,0.02
C0014,2024-12,1.52,511,25,0,34,0.02
C0015,2024-01,4.42,1924,119,1,73,0.17
C0015,2024-02,3.29,2054,119,2,62,0.17
C0015,2024-03,3.8,1560,119,1,66,0.17
C0015,2024-04,3.22,1771,119,4,63,0.17
C0015,2024-05,4.05,1983,119,0,62,0.17
C0015,2024-06,2.73,1805,119,0,51,0.17
C0015,2024-07,3.31,1752,119,1,61,0.17
C0015,2024-08,2.65,1791,119,1,59,0.17
C0015,2024-09,1.81,1547,119,1,59,0.17
C0015,2024-10,3.6,1682,119,0,56,0.17
C0015,2024-11,1.55,1628,119,0,43,0.17
C0015,2024-12,0.8,1570,119,1,60,0.17
C0015,2025-01,3.62,1695,119,0,73,0.17
C0015,2025-02,2.38,1464,119,0,52,0.17
C0015,2025-03,2.7,1699,119,1,73,0.17
C0015,2025-04,1.49,1465,119,1,38,0.17
C0015,2025-05,2.76,1447,119,3,57,0.17
C0015,2025-06,0.55,1544,119,0,68,0.17
C0016,2025-03,3.81,413,8,2,53,0.04
C0016,2025-04,3.4,376,8,1,59,0.04
C0016,2025-05,2.28,402,8,1,42,0.04
C0016,2025-06,2.71,312,8,0,46,0.04
C0016,2025-07,3.83,400,8,1,24,0.04
C0017,2024-01,2.29,272,3,0,34,0.05
C0017,2024-02,2.29,316,3,0,44,0.05
C0017,2024-03,3.73,314,3,0,52,0.05
C0017,2024-04,1.76,217,3,2,36,0.05
C0017,2024-05,2.49,299,3,2,19,0.05
C0017,2024-06,2.51,94,3,0,59,0.05
C0017,2024-07,2.03,267,3,1,29,0.05
C0017,2024-08,3.38,156,3,2,54,0.05
C0017,2024-09,2.75,203,3,0,53,0.05
C0017,2024-10,2.97,139,3,0,47,0.05
C0017,2024-11,2.25,214,3,1,27,0.05
C0017,2024-12,1.92,119,3,0,15,0.05
C0017,2025-01,1.75,196,3,1,36,0.05
C0017,2025-02,2.13,203,3,1,45,0.05
C0017,2025-03,2.88,112,3,0,54,0.05
C0017,2025-04,2.12,106,3,3,29,0.05
C0017,2025-05,1.45,165,3,0,54,0.05
C0017,2025-06,1.17,145,3,4,9,0.05
C0017,2025-07,0.62,256,3,4,19,0.05
C0018,2025-03,4.78,755,10,0,66,0.05
C0018,2025-04,3.48,1041,10,1,66,0.05
C0018,2025-05,3.7,713,10,0,65,0.05
C0018,2025-06,3.91,644,10,0,77,0.05
C0018,2025-07,5.07,658,10,2,67,0.05
C0019,2024-04,5.09,1619,73,1,74,0.18
C0019,2024-05,4.61,1386,73,0,58,0.18
C0019,2024-06,3.97,1560,73,1,76,0.18
C0019,2024-07,3.72,1369,73,2,65,0.18
C0019,2024-08,2.63,1385,73,0,41,0.18
C0019,2024-09,4.08,1506,73,2,70,0.18
C0019,2024-10,2.73,1232,73,0,56,0.18
C0019,2024-11,3.15,1314,73,0,54,0.18
C0019,2024-12,3.06,1134,73,0,37,0.18
C0019,2025-01,2.16,1347,73,0,65,0.18
C0019,2025-02,2.56,1233,73,0,49,0.18
C0019,2025-03,2.0,1196,73,0,38,0.18
C0019,2025-04,1.78,1213,73,1,66,0.18
C0019,2025-05,1.31,1296,73,0,40,0.18
C0019,2025-06,2.87,1108,73,0,83,0.18
C0019,2025-07,1.82,1175,73,1,63,0.18
C0020,2024-05,1.73,1206,84,1,29,0.1
C0020,2024-06,3.43,1040,84,4,39,0.1
C0020,2024-07,1.67,1164,84,0,38,0.1
C0020,2024-08,3.27,1093,84,0,75,0.1
C0020,2024-09,2.76,1122,84,1,28,0.1
C0020,2024-10,2.17,1042,84,0,68,0.1
C0020,2024-11,1.8,1135,84,0,36,0.1
C0020,2024-12,1.37,1138,84,0,51,0.1
C0020,2025-01,2.66,1075,84,1,39,0.1
C0020,2025-02,3.21,1108,84,0,52,0.1
C0020,2025-03,2.79,1010,84,0,44,0.1
C0020,2025-04,2.7,1033,84,2,39,0.1
C0020,2025-05,2.14,1003,84,0,36,0.1
C0020,2025-06,1.94,1008,84,0,31,0.1
C0020,2025-07,2.65,975,84,3,57,0.1
C0021,2024-10,3.95,964,17,0,71,0.13
C0021,2024-11,2.88,1140,17,1,74,0.13
C0021,2024-12,3.6,986,17,1,51,0.13
C0021,2025-01,2.35,983,17,0,54,0.13
C0021,2025-02,3.16,909,17,1,59,0.13
C0021,2025-03,3.49,618,17,0,60,0.13
C0021,2025-04,2.69,777,17,0,27,0.13
C0021,2025-05,3.19,898,17,1,64,0.13
C0021,2025-06,2.67,661,17,0,60,0.13
C0021,2025-07,2.23,851,17,1,44,0.13
C0022,2024-07,3.66,314,4,4,32,0.24
C0022,2024-08,2.83,325,4,2,48,0.24
C0022,2024-09,2.59,298,4,1,37,0.24
C0022,2024-10,4.04,289,4,4,47,0.24
C0022,2024-11,3.13,210,4,0,54,0.24
C0022,2024-12,3.35,270,4,0,65,0.24
C0022,2025-01,2.7,268,4,0,32,0.24
C0023,2024-06,2.51,453,21,3,56,0.03
C0023,2024-07,3.91,453,21,2,38,0.03
C0023,2024-08,2.73,427,21,1,37,0.03
C0023,2024-09,2.45,463,21,2,44,0.03
C0023,2024-10,2.35,535,21,2,57,0.03
C0023,2024-11,1.72,532,21,1,57,0.03
C0024,2024-01,3.62,985,65,1,51,0.01
C0024,2024-02,2.83,984,65,1,65,0.01
C0024,2024-03,3.85,977,65,1,60,0.01
C0024,2024-04,2.99,913,65,3,57,0.01
C0024,2024-05,2.94,977,65,0,55,0.01
C0024,2024-06,3.07,970,65,2,55,0.01
C0024,2024-07,2.26,811,65,1,13,0.01
C0024,2024-08,1.99,805,65,0,58,0.01
C0024,2024-09,1.55,917,65,0,45,0.01
C0024,2024-10,2.32,783,65,0,42,0.01
C0024,2024-11,2.66,813,65,1,68,0.01
C0024,2024-12,1.24,867,65,1,28,0.01
C0024,2025-01,0.92,843,65,1,37,0.01
C0024,2025-02,3.23,896,65,0,51,0.01
C0024,2025-03,2.16,796,65,0,69,0.01
C0024,2025-04,2.37,741,65,1,46,0.01
C0025,2024-03,5.9,1929,21,4,73,0.01
C0025,2024-04,4.52,2115,21,0,83,0.01
C0025,2024-05,6.45,1846,21,1,71,0.01
C0025,2024-06,4.15,2732,21,0,55,0.01
C0025,2024-07,2.42,2116,21,2,53,0.01
C0025,2024-08,5.38,2135,21,1,62,0.01
C0025,2024-09,3.98,1736,21,0,52,0.01
C0025,2024-10,4.38,1834,21,2,59,0.01
C0025,2024-11,4.05,1590,21,1,67,0.01
C0025,2024-12,2.77,1411,21,1,62,0.01
C0025,2025-01,3.28,1325,21,1,65,0.01
C0026,2024-01,2.45,933,69,3,42,0.04
C0026,2024-02,1.84,914,69,1,43,0.04
C0026,2024-03,3.08,968,69,1,54,0.04
C0026,2024-04,2.98,947,69,1,52,0.04
C0026,2024-05,2.01,878,69,1,36,0.04
C0026,2024-06,1.82,895,69,2,33,0.04
C0026,2024-07,3.22,905,69,2,28,0.04
C0026,2024-08,2.83,919,69,1,48,0.04
C0026,2024-09,2.0,867,69,1,36,0.04
C0026,2024-10,0.86,761,69,2,43,0.04
C0026,2024-11,2.15,870,69,2,18,0.04
C0026,2024-12,2.26,943,69,1,41,0.04
C0026,2025-01,2.7,871,69,1,61,0.04
C0026,2025-02,1.61,869,69,3,15,0.04
C0026,2025-03,2.74,846,69,1,38,0.04
C0026,2025-04,0.97,828,69,0,25,0.04
C0026,2025-05,1.53,812,69,0,31,0.04
C0027,2024-09,4.18,1800,80,2,74,0.04
C0027,2024-10,3.64,1556,80,2,42,0.04
C0027,2024-11,2.94,1648,80,0,58,0.04
C0027,2024-12,2.82,1707,80,0,46,0.04
C0027,2025-01,2.47,1412,80,3,46,0.04
C0027,2025-02,3.02,1505,80,1,51,0.04
C0027,2025-03,1.18,1440,80,1,46,0.04
C0027,2025-04,4.21,1391,80,0,89,0.04
C0027,2025-05,3.46,1222,80,2,49,0.04
C0027,2025-06,1.76,1282,80,0,52,0.04
C0027,2025-07,1.65,1264,80,1,56,0.04
C0028,2024-04,4.52,962,35,1,55,0.05
C0028,2024-05,3.15,946,35,1,80,0.05
C0028,2024-06,4.23,891,35,0,66,0.05
C0028,2024-07,2.93,1186,35,1,31,0.05
C0028,2024-08,4.89,1062,35,0,67,0.05
C0028,2024-09,4.64,980,35,3,69,0.05
C0028,2024-10,2.79,919,35,0,52,0.05
C0029,2024-01,3.47,967,25,1,82,0.0
C0029,2024-02,3.92,770,25,0,40,0.0
C0029,2024-03,2.85,722,25,0,75,0.0
C0029,2024-04,1.95,784,25,3,44,0.0
C0029,2024-05,2.66,842,25,0,46,0.0
C0029,2024-06,3.61,972,25,2,69,0.0
C0029,2024-07,2.48,894,25,1,67,0.0
C0029,2024-08,2.29,491,25,0,64,0.0
C0029,2024-09,2.05,820,25,0,45,0.0
C0029,2024-10,3.76,632,25,0,54,0.0
C0029,2024-11,2.64,791,25,2,61,0.0
C0029,2024-12,3.7,669,25,1,66,0.0
C0029,2025-01,1.67,576,25,0,56,0.0
C0029,2025-02,2.16,345,25,1,43,0.0
C0029,2025-03,1.31,676,25,0,45,0.0
C0029,2025-04,2.87,575,25,0,71,0.0
C0029,2025-05,1.55,619,25,1,37,0.0
C0029,2025-06,1.47,471,25,1,53,0.0
C0029,2025-07,2.38,879,25,2,46,0.0
C0030,2024-02,4.33,817,9,0,67,0.04
C0030,2024-03,5.08,866,9,1,63,0.04
C0030,2024-04,3.66,538,9,0,67,0.04
C0030,2024-05,3.01,612,9,2,60,0.04
C0030,2024-06,2.86,809,9,0,41,0.04
C0030,2024-07,3.77,697,9,0,51,0.04
C0030,2024-08,3.87,825,9,0,50,0.04
C0030,2024-09,1.97,435,9,0,44,0.04
C0030,2024-10,2.63,466,9,0,45,0.04
C0030,2024-11,3.42,486,9,2,60,0.04
C0030,2024-12,1.93,597,9,5,46,0.04
C0030,2025-01,0.79,811,9,0,70,0.04
C0030,2025-02,4.06,592,9,0,86,0.04
C0030,2025-03,2.18,549,9,0,60,0.04
C0030,2025-04,2.73,434,9,0,81,0.04
C0030,2025-05,2.05,298,9,0,66,0.04
C0030,2025-06,2.78,464,9,1,56,0.04
C0030,2025-07,1.6,589,9,1,50,0.04
C0031,2024-12,3.78,806,3,1,86,0.02
C0031,2025-01,4.19,768,3,0,70,0.02
C0031,2025-02,2.62,894,3,1,67,0.02
C0031,2025-03,3.35,617,3,2,90,0.02
C0031,2025-04,3.27,558,3,1,79,0.02
C0031,2025-05,2.97,512,3,0,68,0.02
C0031,2025-06,5.6,782,3,0,82,0.02
C0031,2025-07,2.02,677,3,0,56,0.02
C0032,2024-09,4.18,551,26,1,62,0.08
C0032,2024-10,3.41,536,26,4,39,0.08
C0032,2024-11,3.83,481,26,0,54,0.08
C0032,2024-12,3.02,552,26,1,39,0.08
C0032,2025-01,1.66,569,26,0,40,0.08
C0032,2025-02,2.62,584,26,2,64,0.08
C0032,2025-03,3.11,535,26,1,55,0.08
C0032,2025-04,1.6,472,26,1,19,0.08
C0033,2024-01,2.85,339,7,3,30,0.01
C0033,2024-02,2.87,355,7,0,23,0.01
C0033,2024-03,3.08,210,7,1,50,0.01
C0033,2024-04,2.68,322,7,2,43,0.01
C0033,2024-05,2.65,239,7,1,40,0.01
C0033,2024-06,1.81,259,7,2,48,0.01
C0033,2024-07,2.38,239,7,1,44,0.01
C0033,2024-08,0.62,231,7,1,20,0.01
C0033,2024-09,3.42,258,7,0,20,0.01
C0033,2024-10,2.51,147,7,1,43,0.01
C0033,2024-11,3.13,208,7,2,39,0.01
C0033,2024-12,1.47,177,7,0,39,0.01
C0033,2025-01,0.76,213,7,1,60,0.01
C0033,2025-02,1.26,190,7,1,45,0.01
C0033,2025-03,1.42,259,7,1,41,0.01
C0033,2025-04,1.45,154,7,2,32,0.01
C0033,2025-05,1.2,217,7,0,35,0.01
C0033,2025-06,2.28,155,7,1,33,0.01
C0033,2025-07,2.07,187,7,0,43,0.01
C0034,2024-10,5.08,2534,58,2,67,0.21
C0034,2024-11,3.63,2532,58,1,56,0.21
C0034,2024-12,3.47,1876,58,1,65,0.21
C0034,2025-01,5.17,2553,58,0,68,0.21
C0034,2025-02,4.44,2085,58,1,65,0.21
C0034,2025-03,4.33,1898,58,0,67,0.21
C0034,2025-04,3.69,2410,58,0,51,0.21
C0034,2025-05,3.62,2098,58,1,36,0.21
C0034,2025-06,4.06,1676,58,2,72,0.21
C0034,2025-07,3.86,1996,58,1,45,0.21
C0035,2025-04,2.08,2161,188,1,44,0.06
C0035,2025-05,4.1,2195,188,0,47,0.06
C0035,2025-06,2.57,2161,188,3,37,0.06
C0035,2025-07,3.34,2210,188,0,43,0.06
C0036,2024-09,4.6,1037,24,2,48,0.15
C0036,2024-10,3.66,994,24,1,57,0.15
C0036,2024-11,4.78,804,24,1,72,0.15
C0036,2024-12,3.61,832,24,0,46,0.15
C0036,2025-01,3.58,918,24,2,56,0.15
C0036,2025-02,3.59,816,24,0,59,0.15
C0036,2025-03,3.47,756,24,2,59,0.15
C0036,2025-04,4.08,969,24,0,72,0.15
C0036,2025-05,3.18,635,24,1,35,0.15
C0036,2025-06,3.09,784,24,1,68,0.15
C0036,2025-07,1.46,893,24,4,48,0.15
C0037,2025-04,4.12,988,3,1,54,0.01
C0037,2025-05,4.86,879,3,1,74,0.01
C0037,2025-06,4.25,666,3,2,55,0.01
C0037,2025-07,3.49,745,3,0,67,0.01
C0038,2024-01,2.68,365,10,1,40,0.11
C0038,2024-02,2.36,371,10,0,34,0.11
C0038,2024-03,3.63,357,10,1,49,0.11
C0038,2024-04,1.52,293,10,2,51,0.11
C0038,2024-05,2.18,336,10,3,47,0.11
C0038,2024-06,2.75,335,10,1,39,0.11
C0039,2025-04,5.59,2140,3,0,70,0.13
C0039,2025-05,3.86,2309,3,0,64,0.13
C0039,2025-06,5.4,1592,3,0,57,0.13
C0039,2025-07,3.0,1767,3,3,69,0.13
C0040,2024-12,3.78,1151,20,0,52,0.1
C0040,2025-01,2.59,981,20,0,60,0.1
C0040,2025-02,3.02,1074,20,0,23,0.1
C0040,2025-03,2.45,922,20,0,70,0.1
C0040,2025-04,3.69,998,20,1,82,0.1
C0040,2025-05,3.57,822,20,0,74,0.1
C0040,2025-06,4.34,939,20,0,68,0.1
C0040,2025-07,3.42,794,20,1,55,0.1
C0041,2024-12,3.22,1101,24,1,46,0.05
C0041,2025-01,3.79,1259,24,1,68,0.05
C0041,2025-02,3.66,891,24,0,86,0.05
C0041,2025-03,3.29,721,24,0,48,0.05
C0041,2025-04,3.61,1035,24,0,63,0.05
C0041,2025-05,2.54,889,24,0,49,0.05
C0041,2025-06,2.91,834,24,0,60,0.05
C0041,2025-07,3.81,745,24,1,74,0.05
C0042,2024-01,2.15,1186,85,1,45,0.04
C0042,2024-02,2.66,1139,85,1,61,0.04
C0042,2024-03,2.41,1120,85,0,47,0.04
C0043,2024-10,1.07,391,9,1,26,0.03
C0043,2024-11,4.18,330,9,0,64,0.03
C0043,2024-12,0.67,366,9,0,39,0.03
C0043,2025-01,2.45,381,9,1,40,0.03
C0043,2025-02,2.81,370,9,3,41,0.03
C0043,2025-03,2.22,373,9,4,45,0.03
C0043,2025-04,3.3,338,9,2,45,0.03
C0043,2025-05,1.47,306,9,0,32,0.03
C0043,2025-06,3.14,266,9,4,57,0.03
C0043,2025-07,2.15,295,9,1,30,0.03
C0044,2024-01,4.46,1513,77,1,54,0.14
C0044,2024-02,2.59,1379,77,1,58,0.14
C0044,2024-03,2.6,1584,77,0,38,0.14
C0044,2024-04,2.24,1527,77,2,51,0.14
C0045,2024-09,5.17,1402,66,2,80,0.0
C0045,2024-10,4.25,1482,66,1,51,0.0
C0045,2024-11,3.49,1574,66,0,50,0.0
C0045,2024-12,5.33,1449,66,0,77,0.0
C0045,2025-01,2.89,1337,66,2,74,0.0
C0045,2025-02,4.78,1335,66,2,77,0.0
C0045,2025-03,3.47,1345,66,2,55,0.0
C0045,2025-04,4.16,1360,66,1,87,0.0
C0045,2025-05,2.86,1372,66,1,74,0.0
C0045,2025-06,3.31,1220,66,1,58,0.0
C0045,2025-07,3.64,1086,66,0,56,0.0
C0046,2025-03,4.22,935,9,2,73,0.0
C0046,2025-04,4.09,796,9,0,65,0.0
C0046,2025-05,4.18,732,9,0,56,0.0
C0046,2025-06,4.83,927,9,0,81,0.0
C0046,2025-07,4.09,618,9,0,52,0.0
C0047,2024-01,2.37,1060,86,1,33,0.0
C0047,2024-02,2.86,1090,86,3,27,0.0
C0047,2024-03,2.0,999,86,2,48,0.0
C0047,2024-04,3.45,1069,86,2,53,0.0
C0047,2024-05,1.82,1025,86,2,36,0.0
C0047,2024-06,1.21,1077,86,1,36,0.0
C0047,2024-07,2.02,982,86,4,21,0.0
C0047,2024-08,0.53,1048,86,2,49,0.0
C0047,2024-09,1.99,955,86,2,41,0.0
C0047,2024-10,1.99,1034,86,1,54,0.0
C0047,2024-11,1.4,994,86,1,31,0.0
C0047,2024-12,2.35,1067,86,2,47,0.0
C0047,2025-01,2.48,1050,86,0,57,0.0
C0047,2025-02,1.44,900,86,0,47,0.0
C0047,2025-03,1.73,1028,86,1,29,0.0
C0047,2025-04,1.43,983,86,1,44,0.0
C0047,2025-05,0.45,966,86,3,39,0.0
C0047,2025-06,3.12,972,86,3,59,0.0
C0047,2025-07,0.59,928,86,1,46,0.0
C0048,2024-01,3.04,335,5,1,17,0.01
C0048,2024-02,3.31,289,5,2,49,0.01
C0048,2024-03,2.75,285,5,2,28,0.01
C0048,2024-04,2.72,207,5,4,38,0.01
C0048,2024-05,2.12,356,5,4,64,0.01
C0048,2024-06,1.91,206,5,1,61,0.01
C0048,2024-07,2.29,224,5,0,36,0.01
C0048,2024-08,2.09,298,5,0,21,0.01
C0048,2024-09,3.66,177,5,1,52,0.01
C0048,2024-10,0.48,277,5,2,27,0.01
C0048,2024-11,1.89,261,5,1,52,0.01
C0048,2024-12,3.51,282,5,2,55,0.01
C0048,2025-01,4.17,290,5,1,41,0.01
C0048,2025-02,2.3,235,5,1,42,0.01
C0048,2025-03,1.09,265,5,1,51,0.01
C0048,2025-04,1.21,235,5,0,32,0.01
C0048,2025-05,0.0,187,5,0,40,0.01
C0048,2025-06,1.47,113,5,4,51,0.01
C0048,2025-07,1.61,164,5,2,38,0.01
C0049,2024-02,3.31,967,10,1,64,0.01
C0049,2024-03,4.32,1011,10,3,53,0.01
C0049,2024-04,5.78,900,10,0,65,0.01
C0049,2024-05,4.88,993,10,0,69,0.01
C0049,2024-06,4.2,1104,10,1,65,0.01
C0049,2024-07,4.34,800,10,0,54,0.01
C0049,2024-08,4.43,467,10,1,81,0.01
C0049,2024-09,1.52,869,10,0,39,0.01
C0049,2024-10,2.71,633,10,0,80,0.01
C0049,2024-11,3.37,387,10,4,55,0.01
C0049,2024-12,2.84,794,10,0,67,0.01
C0049,2025-01,3.72,653,10,3,44,0.01
C0049,2025-02,2.36,710,10,0,54,0.01
C0050,2024-06,2.03,544,20,2,42,0.02
C0050,2024-07,3.66,466,20,1,64,0.02
C0050,2024-08,1.22,422,20,2,57,0.02
C0050,2024-09,1.68,437,20,2,47,0.02
C0050,2024-10,1.7,404,20,0,37,0.02
C0050,2024-11,1.84,498,20,1,26,0.02
C0051,2025-01,4.05,834,13,1,62,0.02
C0051,2025-02,3.97,1153,13,1,61,0.02
C0051,2025-03,3.83,1035,13,1,66,0.02
C0051,2025-04,4.2,927,13,0,76,0.02
C0051,2025-05,4.09,778,13,0,50,0.02
C0051,2025-06,3.97,918,13,1,66,0.02
C0051,2025-07,3.46,719,13,2,40,0.02
C0052,2024-04,4.13,1339,28,0,64,0.05
C0052,2024-05,3.93,975,28,0,55,0.05
C0052,2024-06,4.48,1297,28,0,65,0.05
C0052,2024-07,3.05,1076,28,1,70,0.05
C0052,2024-08,2.59,1172,28,0,59,0.05
C0052,2024-09,4.73,844,28,2,87,0.05
C0052,2024-10,2.85,996,28,0,41,0.05
C0052,2024-11,3.42,778,28,1,43,0.05
C0052,2024-12,3.85,844,28,0,58,0.05
C0052,2025-01,3.18,878,28,0,50,0.05
C0052,2025-02,2.64,912,28,1,49,0.05
C0052,2025-03,1.85,979,28,0,43,0.05
C0052,2025-04,3.42,710,28,0,48,0.05
C0052,2025-05,3.78,840,28,0,72,0.05
C0052,2025-06,3.1,675,28,1,60,0.05
C0052,2025-07,2.98,547,28,1,65,0.05
C0053,2024-01,3.94,909,23,1,77,0.03
C0053,2024-02,2.76,576,23,0,70,0.03
C0053,2024-03,4.64,570,23,0,64,0.03
C0053,2024-04,2.41,551,23,1,41,0.03
C0053,2024-05,2.83,725,23,1,64,0.03
C0053,2024-06,2.78,838,23,0,51,0.03
C0053,2024-07,1.06,651,23,0,58,0.03
C0054,2024-01,4.76,2716,24,0,55,0.17
C0054,2024-02,5.18,2455,24,0,63,0.17
C0054,2024-03,6.32,2026,24,2,69,0.17
C0054,2024-04,3.77,2149,24,1,53,0.17
C0054,2024-05,4.27,2399,24,2,46,0.17
C0054,2024-06,4.41,1922,24,1,73,0.17
C0054,2024-07,6.04,1495,24,0,92,0.17
C0054,2024-08,3.87,2031,24,0,76,0.17
C0054,2024-09,3.09,1388,24,2,70,0.17
C0054,2024-10,4.39,1345,24,0,66,0.17
C0054,2024-11,5.11,1218,24,1,58,0.17
C0054,2024-12,4.22,1340,24,0,58,0.17
C0054,2025-01,1.92,1166,24,1,50,0.17
C0054,2025-02,1.06,810,24,0,45,0.17
C0054,2025-03,3.65,1594,24,2,56,0.17
C0054,2025-04,3.63,1038,24,2,56,0.17
C0054,2025-05,0.53,1136,24,1,50,0.17
C0054,2025-06,3.07,1238,24,0,66,0.17
C0054,2025-07,3.12,1057,24,1,67,0.17
C0055,2024-05,2.22,393,11,1,63,0.05
C0055,2024-06,5.11,327,11,0,52,0.05
C0055,2024-07,1.74,459,11,0,55,0.05
C0055,2024-08,1.34,334,11,1,38,0.05
